DATE,Target,Close_HankookTire(-1),Close_HankookTire(-2),Close_UHAN(-1),Close_UHAN(-2),Close_KIA(-1),Close_KIA(-2),Close_SKHynix(-1),Close_SKHynix(-2),Close_HDConstruct(-1),Close_HDConstruct(-2),Close_SSInsurance(-1),Close_SSInsurance(-2),Close_HDsteel(-1),Close_HDsteel(-2),Close_HDMotors(-1),Close_HDMotors(-2),Close_POSCO(-1),Close_POSCO(-2),Close_SSElectronics(-1),Close_SSElectronics(-2),Close_SSSDI(-1),Close_SSSDI(-2),Close_SSElectric(-1),Close_SSElectric(-2),Close_HDHeavy(-1),Close_HDHeavy(-2),Close_LotteChemical(-1),Close_LotteChemical(-2),Close_HDMobis(-1),Close_HDMobis(-2),Close_SKTelecom(-1),Close_SKTelecom(-2),Close_SSCNT(-1),Close_SSCNT(-2),Close_SSLife(-1),Close_SSLife(-2),Close_LGD(-1),Close_LGD(-2),Close_Naver(-1),Close_Naver(-2),Close_KAKAO(-1),Close_KAKAO(-2),Close_LGChem(-1),Close_LGChem(-2),Close_ShinhanHolding(-1),Close_ShinhanHolding(-2),Close_LGElectronics(-1),Close_LGElectronics(-2),Close_Celtrion(-1),Close_Celtrion(-2),Close_HDGlovis(-1),Close_HDGlovis(-2),Close_AmorePacific(-1),Close_AmorePacific(-2),Close_SKInnovation(-1),Close_SKInnovation(-2),Close_KBFinance(-1),Close_KBFinance(-2),Close_EMart(-1),Close_EMart(-2)
2016.4.5,96500,52600,52500,280500,281000,45800,47050,27900,28200,39500,40250,292500,290500,54700,54700,144000,149500,219000,213500,1305000,1279000,99300,97700,56000,56200,101000,104500,337500,336000,231500,239000,206000,210000,139500,140000,118000,117000,26400,26350,651000,628000,99300,101800,326500,317500,39750,39900,62800,60900,118000,114400,183500,186000,404500,390000,163000,168500,32150,32150,171000,172500
2016.4.6,96800,51400,52600,285000,280500,45450,45800,27850,27900,39550,39500,290000,292500,54900,54700,144500,144000,220000,219000,1260000,1305000,97600,99300,56100,56000,100500,101000,324000,337500,231000,231500,207000,206000,139500,139500,117000,118000,26350,26400,652000,651000,96500,99300,316000,326500,39750,39750,62700,62800,119000,118000,182500,183500,398500,404500,166500,163000,32550,32150,172500,171000
2016.4.7,98400,50700,51400,283000,285000,45350,45450,27500,27850,40400,39550,292500,290000,56000,54900,144000,144500,232500,220000,1285000,1260000,95200,97600,54200,56100,99100,100500,326500,324000,234000,231000,204000,207000,137000,139500,117000,117000,25900,26350,649000,652000,96800,96500,319500,316000,39350,39750,62800,62700,110300,119000,185000,182500,396500,398500,169000,166500,32800,32550,174500,172500
2016.4.8,98800,51400,50700,290000,283000,45400,45350,26900,27500,39550,40400,288500,292500,56300,56000,146500,144000,232500,232500,1269000,1285000,97600,95200,54500,54200,103000,99100,331000,326500,236000,234000,203500,204000,137000,137000,117000,117000,27000,25900,675000,649000,98400,96800,321000,319500,40000,39350,62600,62800,113900,110300,185000,185000,393500,396500,170500,169000,32950,32800,170500,174500
2016.4.11,97800,50000,51400,294000,290000,45400,45400,27800,26900,40000,39550,287000,288500,55900,56300,146000,146500,232500,232500,1246000,1269000,99700,97600,54800,54500,106500,103000,329000,331000,236000,236000,202500,203500,138500,137000,117000,117000,27400,27000,663000,675000,98800,98400,319500,321000,39450,40000,63700,62600,110900,113900,187000,185000,404000,393500,171000,170500,32750,32950,171000,170500
2016.4.12,100400,51700,50000,293000,294000,45850,45400,27150,27800,39700,40000,282500,287000,57900,55900,146000,146000,237500,232500,1266000,1246000,101500,99700,54800,54800,107500,106500,322000,329000,236000,236000,201500,202500,137500,138500,114000,117000,27350,27400,664000,663000,97800,98800,320000,319500,39900,39450,64300,63700,107900,110900,189500,187000,397000,404000,170000,171000,32200,32750,171000,171000
2016.4.14,100300,50500,51700,302000,293000,46300,45850,27150,27150,41200,39700,288500,282500,58700,57900,148500,146000,238000,237500,1275000,1266000,101500,101500,55100,54800,113500,107500,323000,322000,236000,236000,203500,201500,140000,137500,115500,114000,27350,27350,670000,664000,100400,97800,326500,320000,39800,39900,63000,64300,107400,107900,190000,189500,399000,397000,171500,170000,32150,32200,171000,171000
2016.4.15,101200,53000,50500,302000,302000,48050,46300,27250,27150,41200,41200,299000,288500,61500,58700,152000,148500,247500,238000,1300000,1275000,104000,101500,55200,55100,118000,113500,330000,323000,240000,236000,211000,203500,140000,140000,121000,115500,26850,27350,673000,670000,100300,100400,338500,326500,42100,39800,63800,63000,110000,107400,191000,190000,406000,399000,178000,171500,33650,32150,175500,171000
2016.4.18,102200,53000,53000,311000,302000,48150,48050,27650,27250,40100,41200,299000,299000,61000,61500,151500,152000,246500,247500,1300000,1300000,106500,104000,55100,55200,114500,118000,327000,330000,241000,240000,210500,211000,142500,140000,121000,121000,25050,26850,673000,673000,101200,100300,335000,338500,41750,42100,62900,63800,108200,110000,185000,191000,401000,406000,166000,178000,34200,33650,174500,175500
2016.4.19,102500,53900,53000,309000,311000,49050,48150,27200,27650,39400,40100,290500,299000,61000,61000,154000,151500,247000,246500,1299000,1300000,107500,106500,55900,55100,113000,114500,321500,327000,242500,241000,209000,210500,140000,142500,110000,121000,25050,25050,661000,673000,102200,101200,337000,335000,41950,41750,63900,62900,104900,108200,187500,185000,407000,401000,166000,166000,34250,34200,174500,174500
2016.4.20,103100,53200,53900,303500,309000,48950,49050,27450,27200,40400,39400,294500,290500,59900,61000,153000,154000,240000,247000,1288000,1299000,106500,107500,55800,55900,115000,113000,316500,321500,246500,242500,206500,209000,140500,140000,112500,110000,25050,25050,669000,661000,102500,102200,326500,337000,42600,41950,62500,63900,106000,104900,188000,187500,406500,407000,163500,166000,34500,34250,175500,174500
2016.4.21,101500,52800,53200,303000,303500,48350,48950,27550,27450,39550,40400,287500,294500,60100,59900,151500,153000,239500,240000,1299000,1288000,107000,106500,54700,55800,113000,115000,310500,316500,247500,246500,206500,206500,139000,140500,112000,112500,25400,25050,654000,669000,103100,102500,322000,326500,42900,42600,61400,62500,103500,106000,187500,188000,398500,406500,160000,163500,34800,34500,176000,175500
2016.4.22,99600,53600,52800,308500,303000,49200,48350,27550,27550,40050,39550,292000,287500,63400,60100,154000,151500,248500,239500,1294000,1299000,107000,107000,54700,54700,117000,113000,317000,310500,250000,247500,204500,206500,138000,139000,113000,112000,26300,25400,667000,654000,101500,103100,316000,322000,42900,42900,61900,61400,102300,103500,190000,187500,406500,398500,162500,160000,35400,34800,178500,176000
2016.4.25,104300,54300,53600,304500,308500,49050,49200,27500,27550,39450,40050,297000,292000,63000,63400,151000,154000,249000,248500,1280000,1294000,111000,107000,54600,54700,116000,117000,312500,317000,251000,250000,201500,204500,139000,138000,112000,113000,25900,26300,663000,667000,99600,101500,308000,316000,42750,42900,62000,61900,101200,102300,190000,190000,408000,406500,159000,162500,35900,35400,179500,178500
2016.4.26,101600,54400,54300,308000,304500,48750,49050,27500,27500,40400,39450,296500,297000,60800,63000,149500,151000,238000,249000,1281000,1280000,118000,111000,54800,54600,109000,116000,307000,312500,250000,251000,202500,201500,137000,139000,112500,112000,25650,25900,662000,663000,104300,99600,310000,308000,42300,42750,61200,62000,101400,101200,187500,190000,413500,408000,163500,159000,36500,35900,183500,179500
2016.4.27,102400,53900,54400,304000,308000,49750,48750,29150,27500,40100,40400,293500,296500,60300,60800,153500,149500,234500,238000,1296000,1281000,115000,118000,53400,54800,112500,109000,305500,307000,256000,250000,206500,202500,138000,137000,111000,112500,25900,25650,654000,662000,101600,104300,304500,310000,41900,42300,59400,61200,103700,101400,189500,187500,410000,413500,158500,163500,35700,36500,179500,183500
2016.4.28,100500,53100,53900,302500,304000,48950,49750,29150,29150,39000,40100,302000,293500,60700,60300,149000,153500,233000,234500,1300000,1296000,116500,115000,52800,53400,115000,112500,308000,305500,252500,256000,203500,206500,134000,138000,112000,111000,24900,25900,665000,654000,102400,101600,307000,304500,42750,41900,58200,59400,101600,103700,192000,189500,414500,410000,157500,158500,35650,35700,179000,179500
2016.4.29,100500,54600,53100,306500,302500,48200,48950,27900,29150,39850,39000,299500,302000,62200,60700,148000,149000,236000,233000,1265000,1300000,116000,116500,52700,52800,112000,115000,301500,308000,260000,252500,210500,203500,132000,134000,111000,112000,23850,24900,659000,665000,100500,102400,303000,307000,42350,42750,58200,58200,100700,101600,190000,192000,404000,414500,157000,157500,35250,35650,180500,179000
2016.5.2,99600,53100,54600,292000,306500,47900,48200,28150,27900,40200,39850,294500,299500,62900,62200,143500,148000,240500,236000,1245000,1265000,114000,116000,52100,52700,116000,112000,292500,301500,260500,260000,206000,210500,131000,132000,109500,111000,23900,23850,677000,659000,100500,100500,297000,303000,41800,42350,58200,58200,100600,100700,190000,190000,407500,404000,155000,157000,34800,35250,183500,180500
2016.5.3,99800,51800,53100,283500,292000,47900,47900,27850,28150,38900,40200,297000,294500,60700,62900,142500,143500,228500,240500,1250000,1245000,114500,114000,51700,52100,111000,116000,292000,292500,260500,260500,210000,206000,128000,131000,108000,109500,23950,23900,678000,677000,99600,100500,296000,297000,40500,41800,59000,58200,99100,100600,190500,190000,411000,407500,156000,155000,34100,34800,184000,183500
2016.5.4,100000,52000,51800,287000,283500,47550,47900,27650,27850,38700,38900,293000,297000,60900,60700,142500,142500,230000,228500,1261000,1250000,114500,114500,51200,51700,111000,111000,292000,292000,260000,260500,213500,210000,128000,128000,108000,108000,24400,23950,676000,678000,99800,99600,292000,296000,40450,40500,59300,59000,99600,99100,187500,190500,416000,411000,158000,156000,33950,34100,187000,184000
2016.5.9,101700,51600,52000,285500,287000,46900,47550,26650,27650,36600,38700,296000,293000,57200,60900,139000,142500,219500,230000,1290000,1261000,115500,114500,50500,51200,105000,111000,291500,292000,259500,260000,212000,213500,128500,128000,108000,108000,24250,24400,680000,676000,100000,99800,288500,292000,40200,40450,59500,59300,98900,99600,187500,187500,425500,416000,152500,158000,33500,33950,184000,187000
2016.5.10,100600,51800,51600,288500,285500,46200,46900,25750,26650,35350,36600,296500,296000,55300,57200,135500,139000,208500,219500,1299000,1290000,116500,115500,49700,50500,101500,105000,283000,291500,254500,259500,210000,212000,126000,128500,107000,108000,23900,24250,700000,680000,101700,100000,278000,288500,39550,40200,56100,59500,98200,98900,184500,187500,431000,425500,146500,152500,33450,33500,185500,184000
2016.5.11,105700,52200,51800,300000,288500,47550,46200,26400,25750,36150,35350,297000,296500,55700,55300,139500,135500,208500,208500,1296000,1299000,115000,116500,50800,49700,102500,101500,288000,283000,260500,254500,211000,210000,126000,126000,106500,107000,24400,23900,707000,700000,100600,101700,282000,278000,40200,39550,57000,56100,100000,98200,189500,184500,430000,431000,151500,146500,33650,33450,186000,185500
2016.5.12,106300,51800,52200,303000,300000,47150,47550,26200,26400,35500,36150,295000,297000,55200,55700,139000,139500,210000,208500,1292000,1296000,111500,115000,50400,50800,100500,102500,300000,288000,262000,260500,212500,211000,127500,126000,106000,106500,24500,24400,693000,707000,105700,100600,288000,282000,39700,40200,55200,57000,100000,100000,186000,189500,420500,430000,156000,151500,33700,33650,189000,186000
2016.5.13,103800,53600,51800,302500,303000,47000,47150,26100,26200,35700,35500,292500,295000,55100,55200,136500,139000,209500,210000,1281000,1292000,111000,111500,50400,50400,102500,100500,299000,300000,258500,262000,213500,212500,125500,127500,106000,106000,25350,24500,676000,693000,106300,105700,288000,288000,39300,39700,54300,55200,100400,100000,186000,186000,425500,420500,154000,156000,33350,33700,185000,189000
2016.5.16,105400,52100,53600,306000,302500,47000,47000,26100,26100,35400,35700,287500,292500,52600,55100,135000,136500,203000,209500,1253000,1281000,107000,111000,49950,50400,102000,102500,289000,299000,258500,258500,213000,213500,126500,125500,103000,106000,24550,25350,677000,676000,103800,106300,281500,288000,39650,39300,53700,54300,100000,100400,186500,186000,425500,425500,153500,154000,33250,33350,188500,185000
2016.5.17,105100,51200,52100,303000,306000,46500,47000,26100,26100,35400,35400,288500,287500,53100,52600,135500,135000,207500,203000,1248000,1253000,107500,107000,51500,49950,103500,102000,288500,289000,253500,258500,212000,213000,125500,126500,102000,103000,24450,24550,692000,677000,105400,103800,283500,281500,39700,39650,54600,53700,98900,100000,186000,186500,431000,425500,154500,153500,33100,33250,189500,188500
2016.5.18,104500,51800,51200,300500,303000,46100,46500,25900,26100,35250,35400,288000,288500,52500,53100,134500,135500,202500,207500,1264000,1248000,110000,107500,50900,51500,100500,103500,283000,288500,256000,253500,210000,212000,125500,125500,102000,102000,24400,24450,694000,692000,105100,105400,285500,283500,39700,39700,54400,54600,95100,98900,183500,186000,428000,431000,156500,154500,33400,33100,188500,189500
2016.5.19,100300,52400,51800,297000,300500,45950,46100,26200,25900,34600,35250,293000,288000,51800,52500,133000,134500,204000,202500,1268000,1264000,108000,110000,50600,50900,100500,100500,288500,283000,248000,256000,211000,210000,122500,125500,103000,102000,24900,24400,698000,694000,104500,105100,270500,285500,39400,39700,53900,54400,90200,95100,184500,183500,420500,428000,154000,156500,32900,33400,187000,188500
2016.5.20,99300,51300,52400,291500,297000,46650,45950,26600,26200,32800,34600,288000,293000,51200,51800,134500,133000,204000,204000,1270000,1268000,106500,108000,50500,50600,101000,100500,284500,288500,242500,248000,210500,211000,117000,122500,105000,103000,24500,24900,701000,698000,100300,104500,271000,270500,40700,39400,54000,53900,92800,90200,184000,184500,416000,420500,150000,154000,33800,32900,184000,187000
2016.5.23,100200,51500,51300,292500,291500,46300,46650,26300,26600,34050,32800,284000,288000,51100,51200,132000,134500,203000,204000,1269000,1270000,107000,106500,50500,50500,102000,101000,279500,284500,243500,242500,210500,210500,120000,117000,105000,105000,25500,24500,688000,701000,99300,100300,274500,271000,39550,40700,51900,54000,93900,92800,184000,184000,414500,416000,151000,150000,33600,33800,182000,184000
2016.5.24,99200,51400,51500,296500,292500,45950,46300,27200,26300,33300,34050,282500,284000,51500,51100,133000,132000,207500,203000,1286000,1269000,107500,107000,50600,50500,102500,102000,289500,279500,245000,243500,209000,210500,120500,120000,102500,105000,25450,25500,690000,688000,100200,99300,274000,274500,39550,39550,52800,51900,94100,93900,181500,184000,414000,414500,153000,151000,33200,33600,180500,182000
2016.5.25,99600,52300,51400,292500,296500,46300,45950,26850,27200,32350,33300,279000,282500,49900,51500,133500,133000,205000,207500,1271000,1286000,107000,107500,50000,50600,101000,102500,275000,289500,240500,245000,215000,209000,117000,120500,101500,102500,25600,25450,694000,690000,99200,100200,270000,274000,39150,39550,53000,52800,93100,94100,177000,181500,407500,414000,150500,153000,33050,33200,181500,180500
2016.5.26,99700,52500,52300,299500,292500,46600,46300,27050,26850,33100,32350,275500,279000,50100,49900,135000,133500,207000,205000,1295000,1271000,108000,107000,52600,50000,100000,101000,277000,275000,244500,240500,215500,215000,118000,117000,102000,101500,26100,25600,704000,694000,99600,99200,274000,270000,40200,39150,53000,53000,98800,93100,178000,177000,421500,407500,151500,150500,34150,33050,184500,181500
2016.5.27,100600,51300,52500,300500,299500,46400,46600,27000,27050,33100,33100,276500,275500,49350,50100,135000,135000,207000,207000,1296000,1295000,108500,108000,52300,52600,105500,100000,281500,277000,253500,244500,213000,215500,117000,118000,102500,102000,25600,26100,703000,704000,99700,99600,272500,274000,39400,40200,53400,53000,95300,98800,181500,178000,410500,421500,156000,151500,33900,34150,183000,184500
2016.5.30,102800,51500,51300,304500,300500,46350,46400,28650,27000,33050,33100,273000,276500,49800,49350,136000,135000,208500,207000,1282000,1296000,108000,108500,53200,52300,106000,105500,292500,281500,255500,253500,216500,213000,120000,117000,103000,102500,25800,25600,700000,703000,100600,99700,275000,272500,39850,39400,55600,53400,96700,95300,180500,181500,413000,410500,162500,156000,33650,33900,183000,183000
2016.5.31,102800,50400,51500,315500,304500,45750,46350,29000,28650,33700,33050,274000,273000,48950,49800,136500,136000,208000,208500,1280000,1282000,107000,108000,52300,53200,105000,106000,283000,292500,254500,255500,220000,216500,120500,120000,103000,103000,25700,25800,710000,700000,102800,100600,273000,275000,39400,39850,55700,55600,97100,96700,180500,180500,418000,413000,164500,162500,33350,33650,182000,183000
2016.6.1,98500,51200,50400,317000,315500,46650,45750,28700,29000,34200,33700,278000,274000,48900,48950,139500,136500,208000,208000,1292000,1280000,112500,107000,52200,52300,109500,105000,284000,283000,255000,254500,222000,220000,120000,120500,104000,103000,25800,25700,720000,710000,102800,102800,271000,273000,39550,39400,56100,55700,99100,97100,182000,180500,417500,418000,163500,164500,34100,33350,182000,182000
2016.6.2,97500,51600,51200,318500,317000,46500,46650,28500,28700,33750,34200,278500,278000,48500,48900,138000,139500,209000,208000,1333000,1292000,117000,112500,52000,52200,108000,109500,277500,284000,255000,255000,218500,222000,119000,120000,103500,104000,25500,25800,687000,720000,98500,102800,269500,271000,39100,39550,56100,56100,98700,99100,178000,182000,418500,417500,157500,163500,33800,34100,180500,182000
2016.6.3,98000,51100,51600,313000,318500,46050,46500,28050,28500,33350,33750,286500,278500,47450,48500,138000,138000,205500,209000,1365000,1333000,118000,117000,50700,52000,107500,108000,279000,277500,255000,255000,216000,218500,114000,119000,105000,103500,25300,25500,697000,687000,97500,98500,269000,269500,38800,39100,54500,56100,98200,98700,181500,178000,426000,418500,157000,157500,33900,33800,176000,180500
2016.6.7,98200,51900,51100,316000,313000,46050,46050,27600,28050,33350,33350,282000,286500,47000,47450,138500,138000,203000,205500,1377000,1365000,111500,118000,51300,50700,109000,107500,270000,279000,255000,255000,220000,216000,122000,114000,102500,105000,24150,25300,707000,697000,98000,97500,262500,269000,38800,38800,54500,54500,97200,98200,182500,181500,423000,426000,156000,157000,33800,33900,176500,176000
2016.6.8,97000,51900,51900,318500,316000,46150,46050,28650,27600,34900,33350,286000,282000,49100,47000,139500,138500,217000,203000,1398000,1377000,118500,111500,51800,51300,113500,109000,260500,270000,252000,255000,221500,220000,125500,122000,103500,102500,24650,24150,707000,707000,98200,98000,265500,262500,39600,38800,54300,54500,97200,97200,184500,182500,425000,423000,162000,156000,33750,33800,179000,176500
2016.6.9,95200,52000,51900,329000,318500,46500,46150,28550,28650,34550,34900,286500,286000,49300,49100,139500,139500,224500,217000,1406000,1398000,109000,118500,51200,51800,115500,113500,263000,260500,256500,252000,219000,221500,124500,125500,105500,103500,24600,24650,722000,707000,97000,98200,272000,265500,40300,39600,54400,54300,96200,97200,182000,184500,435000,425000,160000,162000,34650,33750,178500,179000
2016.6.10,94900,52000,52000,326500,329000,46200,46500,29000,28550,34300,34550,281000,286500,48850,49300,139000,139500,216500,224500,1430000,1406000,112000,109000,51100,51200,114500,115500,268500,263000,255000,256500,217000,219000,123000,124500,103000,105500,24050,24600,720000,722000,95200,97000,271000,272000,40100,40300,56400,54400,98200,96200,181000,182000,436000,435000,155000,160000,35500,34650,177500,178500
2016.6.13,93800,52600,52000,329000,326500,46300,46200,29000,29000,34450,34300,277500,281000,49250,48850,139000,139000,216500,216500,1406000,1430000,110500,112000,51300,51100,115500,114500,268500,268500,256500,255000,212000,217000,124500,123000,102000,103000,24050,24050,720000,720000,94900,95200,272500,271000,39550,40100,56400,56400,98300,98200,179500,181000,421500,436000,157000,155000,35000,35500,181000,177500
2016.6.14,94100,51800,52600,321000,329000,45200,46300,28350,29000,33650,34450,273000,277500,48000,49250,135500,139000,211000,216500,1371000,1406000,113000,110500,52400,51300,109000,115500,258000,268500,254000,256500,211000,212000,121000,124500,100500,102000,24050,24050,697000,720000,93800,94900,269000,272500,39400,39550,55800,56400,96100,98300,179000,179500,410000,421500,152000,157000,34200,35000,178500,181000
2016.6.15,92800,52900,51800,317000,321000,44750,45200,29050,28350,33350,33650,268000,273000,46700,48000,138500,135500,206000,211000,1380000,1371000,110500,113000,51400,52400,109000,109000,255000,258000,253000,254000,216000,211000,118000,121000,100500,100500,23600,24050,697000,697000,94100,93800,264000,269000,38450,39400,54600,55800,95100,96100,181000,179000,410500,410000,151500,152000,34150,34200,178000,178500
2016.6.16,91200,51400,52900,317500,317000,44700,44750,29950,29050,33000,33350,268000,268000,47200,46700,135500,138500,206500,206000,1413000,1380000,109000,110500,51300,51400,105000,109000,260000,255000,265500,253000,216000,216000,116000,118000,100500,100500,24450,23600,697000,697000,92800,94100,262000,264000,37700,38450,54200,54600,94500,95100,181000,181000,409000,410500,146000,151500,33100,34150,178500,178000
2016.6.17,91300,51100,51400,308000,317500,44250,44700,29650,29950,32600,33000,264500,268000,46600,47200,134500,135500,204000,206500,1409000,1413000,109000,109000,50800,51300,105000,105000,266500,260000,263000,265500,210500,216000,115500,116000,97900,100500,24100,24450,701000,697000,91200,92800,260000,262000,37800,37700,53600,54200,94200,94500,172500,181000,412500,409000,147000,146000,33250,33100,173500,178500
2016.6.20,94900,50400,51100,303000,308000,44850,44250,29000,29650,32600,32600,265000,264500,46700,46600,134500,134500,199000,204000,1426000,1409000,109000,109000,51200,50800,104000,105000,268500,266500,258500,263000,210000,210500,119500,115500,98100,97900,24200,24100,689000,701000,91300,91200,259000,260000,37800,37800,53900,53600,93200,94200,176500,172500,412000,412500,142500,147000,33250,33250,175000,173500
2016.6.21,93800,50600,50400,309000,303000,44950,44850,30050,29000,33300,32600,268500,265000,48700,46700,136500,134500,205000,199000,1431000,1426000,112500,109000,51800,51200,107500,104000,283500,268500,266000,258500,209500,210000,122000,119500,99600,98100,24850,24200,692000,689000,94900,91300,267000,259000,38650,37800,56100,53900,94500,93200,175500,176500,412500,412000,143000,142500,34300,33250,178500,175000
2016.6.22,94200,51900,50600,310500,309000,44300,44950,29800,30050,32450,33300,271000,268500,47300,48700,138000,136500,206500,205000,1448000,1431000,110500,112500,50700,51800,105500,107500,277000,283500,267000,266000,209500,209500,121500,122000,99500,99600,25150,24850,697000,692000,93800,94900,257500,267000,38400,38650,55700,56100,95000,94500,176000,175500,419000,412500,138500,143000,33600,34300,177500,178500
2016.6.23,93200,51400,51900,310000,310500,44700,44300,30950,29800,34000,32450,269500,271000,48050,47300,140000,138000,205000,206500,1445000,1448000,108000,110500,50900,50700,110000,105500,284000,277000,264000,267000,210000,209500,122000,121500,99500,99500,25450,25150,730000,697000,94200,93800,255500,257500,38700,38400,54900,55700,96100,95000,174000,176000,418000,419000,146000,138500,34100,33600,177500,177500
2016.6.24,91200,50300,51400,303000,310000,45050,44700,31750,30950,34400,34000,270500,269500,47950,48050,141000,140000,204500,205000,1430000,1445000,110000,108000,50900,50900,109500,110000,282000,284000,264500,264000,210000,210000,122000,122000,102500,99500,25300,25450,747000,730000,93200,94200,253000,255500,38800,38700,55200,54900,95100,96100,174000,174000,418000,418000,145000,146000,34450,34100,179000,177500
2016.6.27,91600,48350,50300,303500,303000,43850,45050,31800,31750,32400,34400,263500,270500,45250,47950,139500,141000,194000,204500,1400000,1430000,105500,110000,49650,50900,103500,109500,268500,282000,258500,264500,208500,210000,116000,122000,100500,102500,24600,25300,739000,747000,91200,93200,240000,253000,37050,38800,52300,55200,91100,95100,170000,174000,414000,418000,138500,145000,33150,34450,175500,179000
2016.6.28,91200,49300,48350,305500,303500,44150,43850,32050,31800,32050,32400,257000,263500,45000,45250,141500,139500,196500,194000,1398000,1400000,103000,105500,49300,49650,102000,103500,269500,268500,262500,258500,211500,208500,114500,116000,99800,100500,24650,24600,710000,739000,91600,91200,238500,240000,37200,37050,52000,52300,92100,91100,174000,170000,414500,414000,138500,138500,32350,33150,171000,175500
2016.6.29,92200,49000,49300,304000,305500,43900,44150,31150,32050,33000,32050,254500,257000,45050,45000,139000,141500,199000,196500,1399000,1398000,101500,103000,49250,49300,104500,102000,265500,269500,261500,262500,212500,211500,116000,114500,98900,99800,25050,24650,719000,710000,91200,91600,238500,238500,37300,37200,53000,52000,94100,92100,174500,174000,423500,414500,141000,138500,32300,32350,171500,171000
2016.6.30,93100,50100,49000,302000,304000,43800,43900,31800,31150,33200,33000,260500,254500,45850,45050,139000,139000,202000,199000,1396000,1399000,106000,101500,50000,49250,105000,104500,277500,265500,258500,261500,217000,212500,117500,116000,99000,98900,25650,25050,713000,719000,92200,91200,257000,238500,37450,37300,53700,53000,94400,94100,174500,174500,429000,423500,141000,141000,32700,32300,171000,171500
2016.7.1,94700,51000,50100,306000,302000,43200,43800,32400,31800,33350,33200,263500,260500,45850,45850,135500,139000,201500,202000,1425000,1396000,108000,106000,50100,50000,105500,105000,283000,277500,252000,258500,215500,217000,123000,117500,100500,99000,26400,25650,710000,713000,93100,92200,260000,257000,38000,37450,53900,53700,96100,94400,171500,174500,431500,429000,140500,141000,32600,32700,173000,171000
2016.7.4,93800,50900,51000,306000,306000,43050,43200,32150,32400,34050,33350,268000,263500,46300,45850,137000,135500,201000,201500,1466000,1425000,108500,108000,50200,50100,104500,105500,285500,283000,258500,252000,218500,215500,123000,123000,99900,100500,26650,26400,713000,710000,94700,93100,258000,260000,38300,38000,55100,53900,98800,96100,172500,171500,434000,431500,139500,140500,32850,32600,174000,173000
2016.7.5,93300,50800,50900,307500,306000,42950,43050,32750,32150,34450,34050,267000,268000,47250,46300,137000,137000,210000,201000,1466000,1466000,111000,108500,50300,50200,106500,104500,294500,285500,259500,258500,219000,218500,123500,123000,98800,99900,26800,26650,727000,713000,93800,94700,262500,258000,38050,38300,56300,55100,99400,98800,174500,172500,439000,434000,147000,139500,32600,32850,169500,174000
2016.7.6,94700,51000,50800,308500,307500,42650,42950,31850,32750,33850,34450,264000,267000,47250,47250,135000,137000,207500,210000,1469000,1466000,110500,111000,49400,50300,105000,106500,290500,294500,255000,259500,216500,219000,127000,123500,96300,98800,26900,26800,750000,727000,93300,93800,261500,262500,37900,38050,55900,56300,102900,99400,171500,174500,436000,439000,143500,147000,32600,32600,169500,169500
2016.7.7,95000,50700,51000,305500,308500,41400,42650,30600,31850,32850,33850,261500,264000,45750,47250,130000,135000,201000,207500,1421000,1469000,107500,110500,48200,49400,102000,105000,282000,290500,247500,255000,215000,216500,124000,127000,95000,96300,26700,26900,745000,750000,94700,93300,248500,261500,37300,37900,55100,55900,99100,102900,166500,171500,439500,436000,140500,143500,31850,32600,166000,169500
2016.7.8,93700,51500,50700,314500,305500,41550,41400,30650,30600,32850,32850,264000,261500,45900,45750,131000,130000,202500,201000,1450000,1421000,109000,107500,48350,48200,102000,102000,281000,282000,252500,247500,214500,215000,128000,124000,95200,95000,27800,26700,753000,745000,95000,94700,249500,248500,37500,37300,56400,55100,100200,99100,171000,166500,441000,439500,139500,140500,32200,31850,166500,166000
2016.7.11,95000,51200,51500,315500,314500,40900,41550,31050,30650,31900,32850,264500,264000,45400,45900,130500,131000,200500,202500,1460000,1450000,104500,109000,46700,48350,100500,102000,281000,281000,249500,252500,216000,214500,126000,128000,94800,95200,28850,27800,750000,753000,93700,95000,247500,249500,37500,37500,56200,56400,99900,100200,167000,171000,421500,441000,136500,139500,31800,32200,167000,166500
2016.7.12,95500,52200,51200,318500,315500,41300,40900,32000,31050,32250,31900,270000,264500,46300,45400,131000,130500,207000,200500,1489000,1460000,106000,104500,47400,46700,101000,100500,289000,281000,256500,249500,217000,216000,129500,126000,96800,94800,28900,28850,754000,750000,95000,93700,255000,247500,37800,37500,55100,56200,100200,99900,169000,167000,421500,421500,138500,136500,32150,31800,165500,167000
2016.7.13,94500,54000,52200,318500,318500,41600,41300,32000,32000,32500,32250,274000,270000,46100,46300,132000,131000,212500,207000,1464000,1489000,105000,106000,47600,47400,104000,101000,290000,289000,262000,256500,217000,217000,132000,129500,96500,96800,28550,28900,755000,754000,95500,95000,252000,255000,38300,37800,56400,55100,99300,100200,175500,169000,423500,421500,138000,138500,33000,32150,165500,165500
2016.7.14,94800,55000,54000,315000,318500,41850,41600,32650,32000,33050,32500,272000,274000,50700,46100,135500,132000,227000,212500,1481000,1464000,105500,105000,49850,47600,106500,104000,290000,290000,261000,262000,220000,217000,131500,132000,96800,96500,28150,28550,758000,755000,94500,95500,253500,252000,38550,38300,55600,56400,99900,99300,175500,175500,426000,423500,143000,138000,33400,33000,166500,165500
